Autotrophic Biomass,
Day,Y
0.10050403225806459,103.87682205237962
0.20390625000000018,104.10763808806794
0.30441028225806477,104.34442056787283
0.40352822580645187,104.49729553487893
0.5052923387096775,104.69101182311915
0.6050403225806456,104.59381063134926
0.7025201612903222,104.51103066972385
0.8000000000000003,104.35411032604854
0.8999999999999999,104.19533495372261
0.9999999999999996,104.01827443381823
1.1,103.81657338977176
1.1999999999999997,103.85358359574083
1.2999999999999994,104.12356702929398
1.4000000000000008,104.33830913530966
1.5000000000000004,104.48766827114515
1.600000000000001,104.41464455202716
1.7000000000000006,104.26838447376959
1.7999999999999994,104.12867775729816
1.9000000000000008,103.90477705941953
2.0000000000000013,103.7522376313349
2.100000000000002,103.61545674773524
2.2000000000000015,103.63365627701407
2.3000000000000003,103.8422226967073
2.400000000000001,104.09694755178391
2.5000000000000013,104.25802168440862
2.600000000000001,104.27857252410756
2.7000000000000006,104.19927224229373
2.800000000000001,104.00919121632771
2.9000000000000017,103.80137149070642
3.0000000000000004,103.68525169078445
3.100000000000001,103.42508826916249
3.2000000000000024,103.54422285770288
3.300000000000002,103.70526241415658
3.4000000000000017,104.00594493204402
3.5000000000000004,104.11384535729539
3.6000000000000028,104.10519947452892
3.700000000000004,103.97030138418948
3.800000000000002,103.80469052170356
3.9000000000000017,103.56735884734614
4.000000000000002,103.41983336932763
4.100000000000001,103.24356925898799
4.200000000000001,103.28432924639058
4.300000000000001,103.47286939825233
4.4,103.74048956222067
4.5,103.96600241736259
4.6,103.97883380878415
4.6999999999999975,103.88321270102514
4.799999999999999,103.69132286319564
4.9,103.41136388115149
4.999999999999998,103.20849218876039
5.099999999999998,103.06636734644164
5.199999999999999,103.2164951123154
5.299999999999999,103.41227459865492
5.399999999999997,103.661363881631
5.4999999999999964,103.8520080199554
5.599999999999996,103.79164468533965
5.6999999999999975,103.69327617405465
5.799999999999995,103.55077625475847
5.899999999999995,103.31334599484948
5.9999999999999964,103.11743778145417
6.099999999999994,102.96610773852004
6.199999999999994,103.00802617437027
6.299999999999994,103.21679803669383
6.399999999999993,103.45809108134021
6.499999999999993,103.6280680834802
6.599999999999991,103.74444633627489
6.699999999999994,103.54665757234912
6.799999999999992,103.3260521930998
6.8999999999999915,103.11848643917942
6.999999999999991,102.9519573266766
7.099999999999991,102.8318332968985
7.199999999999989,102.92605738132343
7.299999999999992,103.14626784275046
7.39999999999999,103.39286146570814
7.499999999999989,103.61519507446839
7.599999999999987,103.55361537444776
7.699999999999989,103.456019209739
7.799999999999988,103.26813872590463
7.899999999999988,103.10040046080363
7.999999999999988,102.9000665373331
8.099999999999987,102.7562359938381
8.199999999999989,102.77410632998178
8.299999999999986,102.9715300598677
8.399999999999986,103.19246597180242
8.499999999999986,103.4729696167873
8.599999999999987,103.43609479332387
8.699999999999985,103.2923494589988
8.799999999999983,103.13068073582237
8.899999999999986,102.91267806004014
8.999999999999982,102.77738538820073
9.099999999999985,102.6170763527749
9.199999999999982,102.71297829651805
9.299999999999983,102.92945894405314
9.399999999999983,103.18547484094007
9.499999999999982,103.35421095191961
9.599999999999984,103.38443839256588
9.699999999999982,103.28444312515117
9.799999999999981,103.11479057880578
9.89999999999998,102.9118233408207
9.999999999999982,102.73823913171024
10.099999999999982,102.58209816316398
10.19999999999998,102.58326874438248
10.29999999999998,102.84446683198126
10.399999999999979,103.16662239293481
10.49999999999998,103.31386374630455
10.599999999999978,103.28203736661325
10.699999999999978,103.10489153285253
10.79999999999998,102.98989116580206
10.899999999999977,102.78416691188349
10.999999999999979,102.58553844936012
11.099999999999977,102.50336875359635
11.199999999999976,102.52037494681171
11.299999999999976,102.73656159200888
11.399999999999975,103.02484125924491
11.499999999999975,103.22008149129364
11.599999999999977,103.23172757243981
11.699999999999974,103.15140033921168
11.799999999999976,102.96569939987758
11.899999999999974,102.78343210141792
11.999999999999973,102.59905776216493
12.099999999999975,102.43429283763308
12.199999999999974,102.54055520104758
12.299999999999972,102.70808394320395
12.399999999999974,102.99039106766517
12.499999999999972,103.18109179371652
12.599999999999971,103.10727966784918
12.699999999999973,103.007881876574
12.79999999999997,102.88651918676507
12.89999999999997,102.6035208703155
12.999999999999972,102.48685371052296
13.09999999999997,102.36739670850525
13.199999999999974,102.39397191304096
13.299999999999969,102.58731395575965
13.39999999999997,102.8363297125817
13.499999999999968,103.0559990256544
13.59999999999997,103.09842876283516
13.699999999999967,103.00760450832875
13.799999999999972,102.8484954918472
13.899999999999967,102.5536222510637
13.999999999999972,102.37386693915278
14.099999999999966,102.32954651771985
14.199999999999967,102.39518870750786
14.299999999999965,102.6050017878637
14.399999999999967,102.89151330273877
14.499999999999964,103.01138160878679
14.599999999999966,103.01542280514977
14.699999999999964,102.89927781153075
14.799999999999969,102.76264585670899
14.899999999999963,102.48986339781432
14.999999999999968,102.40464052369964
15.099999999999966,102.29667949865717
15.199999999999964,102.2969691735404
15.299999999999965,102.46643140936392
15.399999999999963,102.67871130997123
15.499999999999964,102.94545638139874
15.599999999999966,102.99398995327374
15.69999999999996,102.82973032158046
15.799999999999965,102.6342699253816
15.89999999999996,102.42826908196989
15.999999999999964,102.31795683533652
16.09999999999996,102.22534155007277
16.19999999999996,102.27241588634317
16.29999999999996,102.46969996169393
16.399999999999967,102.74714190411878
16.499999999999968,102.94066509973631
16.599999999999966,102.92539253817614
16.699999999999967,102.8277879596807
16.799999999999972,102.64860640025157
16.89999999999997,102.4758493879384
16.999999999999975,102.35614740455287
17.09999999999997,102.20787442172222
17.199999999999978,102.20278993568984
17.299999999999976,102.37444228749071
17.39999999999998,102.57093702694489
17.49999999999998,102.80693498165965
17.599999999999984,102.84215920668917
17.69999999999998,102.70522694753619
17.799999999999983,102.55906251684611
17.899999999999984,102.39643751349911
17.99999999999999,102.24422508113494
18.099999999999987,102.14274557890992
18.199999999999985,102.2286146423996
18.29999999999999,102.38509062145661
18.39999999999999,102.65847013260274
18.499999999999996,102.8108048154109
18.599999999999998,102.82102422408417
18.699999999999992,102.73234455209209
18.799999999999997,102.58442086159936
18.900000000000002,102.43532433179585
19,102.2871679213072
19.1,102.10265525936781
19.2,102.10931471654855
19.300000000000008,102.38747562212725
19.400000000000006,102.67929247929023
19.500000000000007,102.79744472241933
19.60000000000001,102.79040817794899
19.700000000000017,102.66442004396757
19.800000000000015,102.5179367885733
19.900000000000016,102.33910831784202
20.000000000000014,102.19556773058157
20.10000000000002,102.07113173915518
20.200000000000017,102.10011928492463
20.30000000000002,102.31292196117576
20.400000000000016,102.56166330415685
20.50000000000002,102.73396228648113
20.600000000000026,102.76469565755664
20.700000000000024,102.70862253110722
20.800000000000026,102.55983286478406
20.90000000000003,102.3711681953076
21.000000000000032,102.25492063180936
21.10000000000003,102.07585143460585
21.200000000000028,102.18204794507142
21.300000000000033,102.33707279660607
21.400000000000034,102.57117420903434
21.500000000000036,102.72882978257137
21.600000000000037,102.73690390011116
21.70000000000004,102.60374365457281
21.800000000000043,102.48414494773625
21.90000000000004,102.32005188731476
22.000000000000043,102.15895991271456
22.10000000000004,101.98573116893328
22.200000000000045,102.03485875090158
22.300000000000047,102.25474576952338
22.40000000000005,102.47739197297786
22.50000000000005,102.65448513438561
22.600000000000055,102.72173858386928
22.700000000000053,102.62167800934073
22.800000000000058,102.48923073464623
22.900000000000055,102.38268974542542
23.00000000000006,102.09905725460095
23.100000000000062,101.99497608251447
23.20000000000006,102.06500049514116
23.30000000000006,102.29127364158902
23.400000000000063,102.58090776679781
23.500000000000064,102.71320418128875
23.600000000000062,102.67670003699247
23.700000000000067,102.57232097818472
23.800000000000065,102.41680299028867
23.900000000000073,102.30612264378125
24.000000000000075,102.11346623240544
24.100000000000072,101.96888083348661
24.200000000000074,101.98900878592686
24.30000000000008,102.22608542949742
24.40000000000008,102.41600225544923
24.500000000000078,102.61662386537068
24.60000000000008,102.6915325419692
24.700000000000085,102.54779502520603
24.800000000000082,102.38719254549841
24.900000000000084,102.20487583648861
25.00000000000008,102.02024226010529
25.10000000000009,101.95795207476529
25.20000000000009,102.03267369869978
25.30000000000009,102.23600361390952
25.400000000000087,102.51194814597534
25.500000000000096,102.6311319361579
25.600000000000097,102.65341362302763
25.7000000000001,102.54427441184802
25.800000000000097,102.38820906626133
25.9000000000001,102.28067907310916
26.000000000000103,102.07321911039772
26.100000000000104,101.93440708427178
26.200000000000102,101.93522005330813
26.300000000000107,102.15680396726596
26.40000000000011,102.35021235138957
26.500000000000107,102.58836915018264
26.600000000000104,102.6214813385147
26.70000000000011,102.4723165758958
26.80000000000011,102.36605603972266
26.900000000000116,102.18793966153387
27.000000000000117,101.98998904391692
27.100000000000115,101.91849946916241
27.20000000000012,101.97613210661768
27.30000000000012,102.21546885152478
27.400000000000123,102.42082703251575
27.50000000000012,102.60420193354872
27.600000000000126,102.63908700539973
27.700000000000124,102.542176756904
27.80000000000013,102.36399667043152
27.900000000000123,102.24831348616314
28.00000000000013,102.03406721677601
28.10000000000013,101.92224541798603
28.200000000000134,101.89949794818412
28.30000000000013,102.16323799960125
28.400000000000137,102.46474601274686
28.50000000000014,102.61232848240465
28.600000000000136,102.58634164699151
28.700000000000134,102.48175266847527
28.80000000000014,102.33475089250283
28.90000000000014,102.14677496382659
29.000000000000135,101.99796078165598
29.100000000000144,101.86590248784017
29.200000000000145,101.89692778812653
29.300000000000146,102.12630579937061
29.400000000000148,102.40782280871407
29.500000000000142,102.51943855636124
29.60000000000015,102.59170611529339
29.700000000000152,102.51851930378513
29.800000000000153,102.37103780975919
29.900000000000155,102.22201927695154
30.000000000000156,102.07450100012657
30.100000000000158,101.87902621808223
30.20000000000016,101.97367686155296
30.30000000000016,102.19125125596835
30.400000000000162,102.43357195575358
30.500000000000163,102.57145425723769
30.600000000000165,102.5737521451956
30.700000000000166,102.44787276714612
30.800000000000168,102.33780793797168
30.90000000000017,102.15128845047796
31.00000000000017,101.98274909665749
31.100000000000172,101.85378176817395
31.200000000000173,101.9035531693426
31.300000000000175,102.11528293003165
31.400000000000176,102.33654906339447
31.500000000000178,102.55346138246848
31.60000000000018,102.58605135173342
31.70000000000018,102.4912246773754
31.800000000000182,102.35961117326629
31.90000000000019,102.23404168875264
32.000000000000185,101.98350646915388
32.100000000000186,101.83442363989519
32.20000000000019,101.95778357813602
32.30000000000019,102.19661199357465
32.40000000000019,102.39219785508222
32.50000000000019,102.54889093976702
32.6000000000002,102.55680174273182
32.700000000000195,102.4527358809877
32.800000000000196,102.31082121554354
32.9000000000002,102.13620152116748
33.0000000000002,102.01479103636109
33.10000000000019,101.80788549713755
33.2000000000002,101.87243628434825
33.3000000000002,102.02837632738795
33.400000000000205,102.32340354871543
33.50000000000021,102.48854947315462
33.60000000000021,102.5820507457303
33.70000000000021,102.45932085767546
33.80000000000022,102.27694569218333
33.90000000000021,102.13028744230735
34.00000000000021,101.88965807729433
34.100000000000215,101.84591507865905
34.200000000000216,101.91513052231814
34.30000000000022,102.12110817733247
34.40000000000022,102.35526139201183
34.50000000000023,102.53103945468983
34.60000000000023,102.52489468221366
34.70000000000023,102.4315487441628
34.800000000000225,102.3201603520724
34.90000000000022,102.16958074277635
35.00000000000023,101.97223811848708
35.10000000000023,101.77836003605657
35.20000000000023,101.84217908492332
35.30000000000024,102.00591674124436
35.40000000000024,102.29808174993653
35.50000000000024,102.46795057699137
35.600000000000236,102.49261318024386
35.70000000000023,102.38244827407468
35.80000000000024,102.28446467086353
35.90000000000024,102.08380536074088
36.000000000000234,101.88423722093232
36.10000000000024,101.7838472797654
36.20000000000025,101.90122461521258
36.30000000000025,102.1199810776431
36.40000000000025,102.32355082153944
36.50000000000025,102.48905781266393
36.60000000000026,102.50844437716216
36.700000000000244,102.44008913030504
36.80000000000025,102.31297696818768
36.90000000000026,102.17566758290549
37.000000000000256,101.94213571355782
37.100000000000264,101.77344004425707
37.200000000000266,101.86382750136221
37.30000000000027,102.07768662459296
37.40000000000026,102.41289743133915
37.50000000000026,102.5116733216888
37.600000000000264,102.49078650048814
37.700000000000266,102.40335741373913
37.800000000000274,102.24689650960767
37.90000000000028,102.04518055957163
38.00000000000028,101.86102159397011
38.10000000000028,101.78466444403314
38.20000000000027,101.86896011775909
38.300000000000274,102.06193381837043
38.400000000000276,102.33215224369067
38.50000000000028,102.49872075234963
38.600000000000286,102.5097571653155
38.70000000000029,102.45240763383485
38.80000000000029,102.29576425338801
38.90000000000028,102.15323687005025
39.000000000000284,101.93199371399979
39.100000000000286,101.78117425964057
39.200000000000294,101.90541919150358
39.30000000000028,102.1361637571356
39.4000000000003,102.38480386295463
39.5000000000003,102.52075746585258
39.6000000000003,102.47908208141978
39.7000000000003,102.38375612985152
39.8000000000003,102.26663521626459
39.900000000000304,102.08339121420308
40.0000000000003,101.83773334870138
40.1000000000003,101.78593462820923
40.2000000000003,101.85630939024173
40.30000000000031,102.03961140573847
40.40000000000031,102.32929274396567
40.50000000000031,102.44336495011316
40.60000000000031,102.52370451531938
40.70000000000031,102.4147751084023
40.8000000000003,102.30463835290664
40.90000000000031,102.17400291069053
41.000000000000306,101.83111601627711
41.100000000000314,101.79866166713069
41.200000000000315,101.92334870463372
41.30000000000032,102.11317423558337
41.400000000000325,102.3807093802073
41.50000000000031,102.49380184459584
41.60000000000032,102.50143027535648
41.70000000000032,102.40655385425754
41.800000000000324,102.23683004821301
41.90000000000033,102.12365772178666
42.000000000000334,101.88586387285673
42.100000000000335,101.77961944093138
42.20000000000033,101.82813521691233
42.30000000000034,102.0316428667336
42.40000000000033,102.2562411645051
42.500000000000334,102.45035996685954
42.600000000000335,102.51725510005929
42.700000000000344,102.42555975271226
42.800000000000345,102.24098164616579
42.900000000000354,102.02533944163844
43.00000000000035,101.79681458735688
43.10000000000035,101.79736797631034
43.20000000000035,101.8826980789933
43.30000000000034,102.09483970477213
43.40000000000035,102.38300090080314
43.50000000000035,102.50825669339982
43.60000000000036,102.4979203236096
43.700000000000365,102.42044273882574
43.80000000000035,102.27454613362923
43.90000000000036,102.09397247902102
44.000000000000355,101.8961679320241
44.10000000000036,101.74765591631852
44.20000000000035,101.85489560398912
44.30000000000036,102.02382052861948
44.40000000000036,102.23531154022409
44.50000000000037,102.41280102809502
44.60000000000037,102.50760406196477
44.700000000000365,102.35014109251948
44.800000000000374,102.23909883024588
44.90000000000037,102.05141541404252
45.00000000000036,101.79007157175653
45.10000000000037,101.7691576980385
45.20000000000038,101.87053795310608
45.300000000000374,102.05262170221745
45.400000000000375,102.34989636960843
45.50000000000038,102.45710475440505
45.60000000000038,102.49508678099511
45.70000000000038,102.39818628232594
45.80000000000039,102.27738570399467
45.90000000000038,102.09084702024327
46.00000000000038,101.98036135137501
46.10000000000039,101.75936170937356
46.200000000000394,101.80414729867204
46.30000000000039,101.98639816316418
46.40000000000039,102.26918662115355
46.50000000000039,102.5063635401592
46.6000000000004,102.45278656453002
46.700000000000394,102.34852364521905
46.800000000000395,102.25265247229157
46.900000000000404,102.04201409771959
47.000000000000405,101.8630691358176
47.100000000000406,101.78415801248417
47.200000000000394,101.81992695023705
47.30000000000041,102.03004945476796
47.40000000000041,102.28829649985546
47.500000000000405,102.48771666703173
47.6000000000004,102.51137293326285
47.700000000000415,102.4183338382622
47.800000000000416,102.26710879169194
47.90000000000041,102.14427796461803
48.000000000000405,101.92512400503581
48.100000000000406,101.78183317890571
48.200000000000415,101.82984962643816
48.300000000000416,102.14792007455895
48.40000000000041,102.33980940061876
48.50000000000042,102.51363279555575
48.60000000000043,102.45117817043479
48.70000000000043,102.36909330418341
48.80000000000043,102.2557834283358
48.900000000000425,102.05590496928177
49.000000000000426,101.81774249943399
49.10000000000043,101.75091531953679
49.200000000000436,101.8228483795535
49.30000000000042,102.04936489902283
49.40000000000044,102.2665349872033
49.50000000000043,102.42353449227164
49.600000000000435,102.50976550616959
49.700000000000436,102.4338946915959
49.80000000000044,102.30398890542608
49.90000000000044,102.13188062225552
50.00000000000044,101.88059084694564
50.10000000000044,101.7802823066223
50.20000000000045,101.88564924049903
50.30000000000045,102.08404719524601
50.400000000000446,102.37320433439294
50.500000000000455,102.47579227129656
50.60000000000045,102.4505383549211
50.70000000000045,102.38769684811781
50.80000000000045,102.20353244985967
50.900000000000446,102.084112913721
51.000000000000455,101.81944376128392
51.10000000000046,101.73418396613931
51.200000000000465,101.81596416747648
51.30000000000046,102.02714904487583
51.40000000000046,102.2492963526977
51.50000000000046,102.44450587607602
51.60000000000046,102.50178285050937
51.700000000000465,102.41345027892484
51.800000000000466,102.25701262245923
51.90000000000047,101.9898332085868
52.00000000000047,101.79079333120555
52.10000000000048,101.79082982332969
52.20000000000047,101.84682020360808
52.30000000000047,102.10450387686508
52.400000000000475,102.34784796131774
52.500000000000476,102.46740763073817
52.60000000000047,102.46827152983323
52.700000000000486,102.36745694851736
52.80000000000049,102.24218100628484
52.90000000000048,102.04489467707107
53.00000000000048,101.85486356301666
53.100000000000485,101.78113955812069
53.200000000000486,101.8318743931256
53.30000000000049,101.96876573462315
53.40000000000049,102.24897346883222
53.5000000000005,102.47211862655423
53.6000000000005,102.49855088692355
53.70000000000049,102.32123782306361
53.8000000000005,102.2191578295524
53.900000000000496,102.02360989474198
54.0000000000005,101.79489781130742
54.1000000000005,101.75577377434892
54.20000000000049,101.84342887927758
54.300000000000495,102.06104297656597
54.40000000000051,102.33524215531979
54.50000000000051,102.43286522609958
54.60000000000051,102.49565664221288
54.70000000000051,102.38039011193476
54.80000000000051,102.28206546206661
54.90000000000051,102.08487897871227
55.00000000000051,101.84963848746318
55.100000000000506,101.73938870233049
55.20000000000052,101.79441184219631
55.300000000000516,101.94820988919194
55.400000000000524,102.2090740301813
55.500000000000526,102.46554691592732
55.60000000000052,102.43612890775815
55.70000000000052,102.37070410736308
55.80000000000052,102.18939259146345
55.90000000000053,101.9906131319473
56.000000000000526,101.80627996622928
56.100000000000534,101.73525530141734
56.200000000000536,101.82913159068147
56.30000000000054,102.03663843392968
56.40000000000054,102.27321905739637
56.50000000000053,102.46217892338976
56.600000000000534,102.49858509105152
56.700000000000536,102.36568494412441
56.80000000000053,102.269876975617
56.900000000000546,102.12530861525238
57.00000000000055,101.85443274102312
57.10000000000055,101.76794600847357
57.20000000000055,101.83176610563896
57.300000000000544,102.14257913207818
57.40000000000054,102.37227031222672
57.50000000000055,102.46984251090541
57.60000000000055,102.45922520845892
57.70000000000055,102.35620606128556
57.80000000000056,102.22180617565482
57.90000000000055,102.02065716234493
58.000000000000554,101.85434764985042
58.100000000000556,101.7090397283444
58.20000000000056,101.8524406629818
58.300000000000566,101.9921825481401
58.40000000000056,102.27507536896395
58.50000000000057,102.42209657343078
58.60000000000056,102.47782121442205
58.70000000000058,102.38327831818107
58.800000000000566,102.25706616125784
58.90000000000057,102.15005767524141
59.00000000000057,101.839316815982
59.10000000000057,101.75971745310807
59.20000000000057,101.86039772074366
59.300000000000566,102.0944688962778
59.400000000000574,102.33480250165445
59.50000000000058,102.4749821710081
59.5978578629038,102.47020731315925
59.69747983871026,102.32170341552353
59.796849798387676,102.16658034080477
59.89584173387155,102.00218615986432
