TN concentration,
Day,Y
-0.02552783542865722,7.777508156672608
0.2120016231863362,8.946106089976409
0.5507994784163488,3.6882406428750976
0.32406894254624374,5.9066795138147725
0.27650315765249234,7.481694607525504
0.2739516769933674,6.953538111086595
0.2712300976236337,6.390171181551759
0.34182106252609623,5.298443637125285
0.9456714851857182,4.6630228937767555
0.9438003993690263,4.275708129721556
0.9417592148417264,3.8531829325704283
1.0271487675671147,5.824763067489624
1.0245972869079893,5.296606571050715
1.1947578515929185,6.970266546098968
1.1060745692893863,6.458346744763583
1.256101632045946,6.105834176898853
1.3283935840544925,5.36621096343165
1.3263523995271922,4.943685766280522
1.6260663276190948,3.564237561311648
2.012360499410644,5.61084692902857
2.0106595123045605,5.258742598069299
2.1399645497864213,7.083147325086249
2.0916264985541324,6.314851472494384
2.244545239391034,6.560916267260417
2.242504054863734,6.138391070109289
2.3161567965571463,5.680451321409505
2.314115612029846,5.257926124258379
2.387087958880825,4.659144643174885
2.385216873064134,4.271829879119686
2.6779416341357103,3.445542506588934
3.157975315357841,7.192254641554346
3.231457958340646,6.699104459758633
3.302389120664326,5.6777977815240135
3.300518034847634,5.290483017468814
3.3728099868561805,4.550859804001613
3.6637921811368535,3.4635694059404365
4.064431344189707,6.379965258915259
4.061709764819973,5.816598329380424
4.1731055204117045,7.06432907126283
4.290832728009413,6.132879871885578
4.288621444771504,5.675144241638524
4.360403100648226,4.82988972888354
4.6485712057341,3.5930268025150554
5.161157789546765,7.079161011774111
5.277235150827201,6.1654367650960165
5.2751939662999,5.742911567944889
5.348846707993314,5.284971819245104
5.34816631315088,5.144130086861395
5.34612512862358,4.721604889710269
5.678640892069195,3.512272457558865
6.027710662031215,4.473294791964207
6.1925363126107005,7.1840899034451455
6.265338560751072,6.550097989265726
6.263977771066205,6.268414524498308
6.2631272775131634,6.092362359018672
6.33337804499441,4.9302139484003416
6.663078829414648,3.50936766641429
7.0117317029004855,4.012905621831663
7.098822242731957,6.336590087710132
7.095590367230399,5.667591858887514
7.2161255535429145,6.688383381027148
7.323352540734971,5.702189936625253
7.320971158786454,5.20924387328227
7.711177600921992,3.600037569837566
8.080461901652711,5.383254854234606
8.07757022357237,4.784677491603844
8.164490664693234,7.073151524386383
8.238483603807863,6.685632641878453
8.237122814122996,6.403949177111036
8.30958486484215,5.699536396739761
8.307373581604242,5.241800766492707
8.305162298366334,4.784065136245653
8.623194549139136,3.5724965079374993
8.985216943378493,4.218861140636246
8.98351595627241,3.866756809676975
9.068225114155366,5.697495212212461
9.066183929628066,5.274970015061333
9.063462350258332,4.711603085526498
9.185145596289312,6.7572137603279305
9.297518176055414,6.048987187813543
9.292075017315947,4.922253328743871
9.629647248432248,3.607978837280079
9.970428675222022,4.004945002175193
10.1738667331096,6.856479786813475
10.28511128984746,6.328017112695472
10.35281057666958,4.637712205638234
10.680041242331434,3.5182088502210362
11.035076504919648,4.530243840275881
11.119785662802604,6.360982242811367
11.117234182143479,5.832825746372459
11.19939185936731,7.135407652469037
11.604408421441747,3.6699243478189896
11.942212928593946,3.858796190020504
12.022159322579869,4.703642465870027
12.020118138052569,4.2811172687189
12.105847888199175,6.323118269829951
12.10329640754005,5.794961773391043
12.223386097229541,7.097441620261255
12.710658545515457,3.606844882456386
13.008391646687048,4.700988925984538
13.089868929068444,5.862729099697406
13.087487547119927,5.3697830363544234
13.220772036789464,7.160149724917811
13.320012484521536,6.390273240778125
13.749819214938318,3.5519315738249464
14.075590957043799,5.754444260524133
14.073209575095282,5.261498197181153
14.25629495247877,6.972561063409499
14.154686857476678,6.423238370894021
14.691082047985924,3.4319312570700298
14.977624419399847,4.02668361739094
15.061312985019152,5.646159421350863
15.058761504360026,5.118002924911954
15.216283884493714,6.8236035469915075
15.364939183455048,5.680553380635871
15.362217604085314,5.117186451101034
15.432128174145342,3.8846171742908506
15.74377993901812,3.4388410297514795
16.043292841361122,4.763245054067191
16.128172097954685,6.629193889698605
16.220504770776724,7.182716742944961
16.280240345238546,6.699206518984999
16.351171507562224,5.67789984075038
16.349300421745532,5.290585076695178
16.421762472464685,4.586172296323905
16.494734819315667,3.9873908152404116
16.730281033815213,3.389848624762779
17.0315663499956,5.183116711332827
17.0295251654683,4.7605915141817015
17.113043632377,6.3448568850456954
17.110492151717875,5.816700388606787
17.2323124108979,7.136015570469558
17.341486200724006,6.5202966951671435
17.33893472006488,5.992140198728235
17.41088647465221,5.182096119069177
17.407144303018825,4.407466590958778
17.716352112633054,3.4059902577539205
18.016437884417915,4.898779706679919
18.013206008916356,4.229781477857303
18.099275956484178,6.342203345160206
18.096384278403836,5.7436259825294425
18.218204537583862,7.062941164392215
18.3260175377251,6.165538824322381
18.32380625448719,5.707803194075327
18.397458996180603,5.249863445375542
18.395417811653303,4.8273382482244145
18.46770976366185,4.087715034757213
18.754581239102823,3.402091357959735
19.001479517550834,4.649653135122939
18.999438333023534,4.227127937971813
19.08295679993223,5.811393308835807
19.080235220562496,5.248026379300972
19.207450156240803,7.152984519231899
19.161882601654504,6.4449769861097685
19.31395084893836,6.514989615396162
19.381820234471093,4.859895141434853
19.66837470776956,3.5019043535335648
19.986351051973145,4.365316130470029
19.98465006486706,4.013211799510758
20.068508729196978,5.66789803656661
20.228182034961584,6.805575278489095
20.371964828922263,5.667081562755689
20.369413348263137,5.13892506631678
20.442385695114115,4.540143585233288
20.687527954520252,3.5535790683500945
20.9720730799485,4.257031291296759
21.05235967135564,5.1722984333381365
21.050658684249555,4.8201941023788635
21.191913513501884,7.138702707491679
21.13536784213251,6.6509325049143495
21.287095891995154,6.6505242680088905
21.285224806178462,6.263209503953691
21.35717656076579,5.453165424294635
21.429978808906164,4.819173510115213
21.666892293041467,3.607281432566584
21.957965206634462,4.1839568852194144
22.038932192884033,5.2400657596445015
22.036380712224908,4.711909263205593
22.120069277844216,6.331385067165515
22.229919025155084,7.084602569584536
22.343068687451755,5.380091018217291
22.41621113301334,4.816519970229724
22.65573012916291,3.5897080344833086
23.02448412214878,5.096570487375303
23.106301601951394,6.328731527280025
23.10340992387105,5.730154164649262
23.21960435308761,7.011517957584556
23.333043183192316,6.1520670064421985
23.330831899954408,5.694331376195144
23.404654740358428,5.271602060591288
23.403804246805386,5.0955498951116525
23.401763062278086,4.6730246979605266
23.711456114725674,3.52040408311907
24.008845360439267,4.706602183434612
24.00663407720136,4.248866553187558
24.09287412347979,6.39649885358639
24.089982445399446,5.797921490955627
24.20550073224134,7.135624528325063
24.31961570472071,6.2198343327485635
24.317064224061586,5.691677836309655
24.39088706446561,5.268948520705797
24.62492399040595,3.694261597234725
24.914791093139307,3.788681501507744
24.993886993572186,4.457475611877632
25.078766250165753,6.323424447509044
25.07604467079602,5.760057517974209
25.073323091426285,5.196690588439374
25.230664398739005,6.820110681324109
25.37882037567887,5.61839931177958
25.373887513071228,4.597296751997691
25.720953402912833,3.6056013265435993
26.193641799124446,7.150395778855212
26.142563586310335,6.672671120130097
26.292760747777503,6.355368985361293
26.365562995917877,5.721377071181871
26.364882601075443,5.580535338798164
26.36318161396936,5.228431007838891
26.361310528152668,4.841116243783691
26.43479317113547,4.347966061987979
26.458550291050436,4.03100412464039
26.690227974874443,3.3804883357161604
26.964480555969853,4.064853768051451
27.048679417720987,5.789960871299156
27.045957838351253,5.226593941764321
27.043746555113344,4.768858311517267
27.211166211029603,7.035108947758826
27.127775318153866,6.458754981669044
27.349924234208363,5.331408767241182
27.347712950970454,4.873673136994128
27.63196599200451,3.5708545403512986
27.95020258394521,3.9565689288781787
27.948841794260343,3.674885464110762
28.034571544406948,5.71688646522181
28.031849965037214,5.153519535686975
28.18925162995692,6.834132108472646
28.340068828659533,6.138595188562018
28.3373472492898,5.575228259027183
28.40827841161348,4.5539215807925615
28.66037949192727,3.4816074761637807
29.016381302038308,4.798761664842212
29.01399992008979,4.305815601499232
29.101260558631875,6.6647105004736265
29.202757150800252,7.138430175711385
29.252818509783907,6.629091830472239
29.32630115276671,6.135941648676528
29.324089869528805,5.678206018429474
29.32221878371211,5.290891254374275
29.624885368667407,3.645130385510912
30.085791895632966,6.309952629628864
30.082900217552627,5.7113752669981
30.19553958371747,7.042043872190329
30.313383970426926,6.309340274270674
30.3086212065299,5.3234481475847115
30.380913158538448,4.58382493411751
30.67390448976326,3.4409790293551694
30.98357289022381,3.701931159097489
31.072194318450755,6.342509522839302
31.06947273908102,5.779142593304465
31.18766704313802,7.0631837399447335
31.300977084218978,6.588370199152601
31.298935899691678,6.165845002001474
31.296554517743168,5.672898938658493
31.370207259436576,5.21495918995871
31.36799597619867,4.757223559711656
31.44181881660269,4.334494244107798
31.7160214095056,3.4060572961826274
32.209034042091865,7.0312412032537885
32.286699112194334,6.480085359979331
32.35694987967558,5.317936949361
32.354568497727065,4.8249908860180195
32.42754084457804,4.226209404934526
32.751353408600785,3.3262321590848547
33.033432451764966,4.013313858737122
33.031901563369495,3.6964199608737776
33.23721070707376,6.9352695095672585
33.271570646616645,6.1957483553264225
33.34420279604641,5.526546008051074
33.3419915128085,5.06881037780402
33.415133958370085,4.505239329816455
33.73394997166331,3.496176356771425
34.09927097243685,4.785085728509301
34.20156833699671,7.115771457316409
34.25984415525112,6.615620012592057
34.25780297072382,6.193094815440931
34.33009492273237,5.45347160197373
34.669508774478885,3.6279415661870065
35.08737438236072,5.169746952679013
35.084993000412204,4.676800889336031
35.24794756517499,7.000281236761768
35.31547675328651,5.274765896608603
35.38776870529506,4.535142683141402
35.70675715198707,3.4386043469466614
36.0736067064679,5.1670934127935215
36.070885127098165,4.603726483258685
36.15508398884929,6.328833586506391
36.15253250819016,5.800677090067483
36.234349987992786,7.032838129972205
36.305961545158894,6.152373184121293
36.30375026192099,5.694637553874239
36.377403003614404,5.236697805174455
36.37502162166589,4.743751741831474
36.7138015536275,3.4331331719489757
37.05745764862656,4.67149380956505
37.05541646409926,4.248968612413924
37.13876483229735,5.798023550181991
37.136213351638226,5.2698670537430825
37.221092608231785,7.135815889374497
37.36380542643219,5.269254698384893
37.36278483416854,5.057992099809329
37.36142404448367,4.776308635041911
37.681325287550564,3.468419649174356
38.04351987402313,4.6336298365836335
38.041648788206444,4.246315072528434
38.03977770238975,3.8590003084732327
38.12465695898331,5.724949144104647
38.1222755770348,5.232003080761665
38.241469413515084,6.872509889301204
38.3486769608545,4.984917693731985
38.70644147304609,3.5002410120982326
39.02805121102423,4.278871965738871
39.229237485980896,7.038193809374788
39.406861039549014,4.17222007418744
39.77302056396631,3.482666361180641
40.09457012653854,5.191485567894759
40.09201864587942,4.66332907145585
40.275282996688844,7.003186522738958
40.68230756224779,3.36213888208243
40.99779427986885,3.7101979564330545
41.08080245064572,5.1888320280092675
41.07910146353964,4.836727697049994
41.078080871275986,4.625465098474432
41.235184040393854,6.784643699349359
41.712320201761756,3.42786873510609
42.06448329409378,4.658021991684869
42.063122504408916,4.376338526917451
42.22340025262055,6.97224717874077
42.147831662291864,6.207076929452937
42.30126069926059,6.558773023506751
42.37389284869035,5.889570676231402
42.44193233293369,4.2696866353660194
42.75155154408055,3.3533704194164216
43.0495249272267,4.408895420127889
43.13440418382026,6.274844255759302
43.131682604450525,5.7114773262244665
43.12947132121262,5.253741695977412
43.27610814070256,6.907044854551832
43.36097566635057,6.062969301825548
43.42986564414696,4.619137426439803
43.771098134113295,3.416554018924817
44.03643764617631,4.547083612626107
44.120636507927436,6.272190715873812
44.1179149285577,5.708823786338977
44.2531938031093,6.956490268708487
44.34754818787897,6.130736628131912
44.41881954762387,5.1798508160891465
44.416608264385964,4.7221151858420924
44.79735921937298,3.477663013224939
45.10465754879671,5.811801545741266
45.10176587071637,5.213224183110503
45.09904429134664,4.649857253575668
45.2623815782083,7.052561075467242
45.183923547940196,6.515806089207082
45.33497120296041,6.374556119917914
45.40539206915226,5.2476181423955115
45.403010687203746,4.754672079052529
45.476323231475945,4.226311464160892
45.75135340667699,3.27688947302199
46.00669101115276,4.0840409026080735
46.00499002404668,3.7319365716488004
46.09105997161449,5.844358438951705
46.09003937935085,5.633095840376141
46.087828096112936,5.175360210129087
46.26905806634348,6.884713451195089
46.16913527978373,6.301889950746029
46.6985958663373,3.508448878683751
46.99190274299629,3.8701247641470182
47.22674102286218,6.939882586598957
47.15502740646969,6.228815544668684
47.308286344727804,6.5453012056265685
47.38193908642122,6.087361456926786
47.37887730963027,5.453573661200096
47.46170229718034,4.4782799926366526
47.753561255476804,3.397232152049572
48.060122645616694,5.1348426972621795
48.05774126366818,4.641896633919197
48.05570007914088,4.219371436768071
48.141429829287475,6.261372437879121
48.13887834862835,5.733215941440212
48.25168781350381,7.099094979728368
48.29502896496681,6.648278965028862
48.3663003247117,5.697393152986095
48.36442923889501,5.310078388930895
48.36340864663136,5.0988157903553315
48.43672119090357,4.570455175463692
48.72648804222294,3.4429270293714396
49.04652506843448,5.167399590472616
49.04363339035414,4.568822227841853
49.04159220582684,4.146297030690727
49.12749205468405,6.223508464897703
49.12511067273553,5.730562401554721
49.24330497679253,7.014603548194991
49.35661501787349,6.539790007402859
49.35457383334619,6.117264810251731
49.352022352687065,5.589108313812824
49.425845193091085,5.166378998208966
49.42363390985318,4.708643367961912
49.72749446651257,3.395633276913639
50.02850492477645,4.284485223188945
50.11151309555331,5.7631192947651595
50.1091317136048,5.270173231422177
50.2410645260204,7.06117232269179
50.34267724327006,6.501926034421443
50.34097625616398,6.14982170346217
50.33859487421546,5.656875640119187
50.416552421738885,4.882026292136617
50.716700008082,3.4814061650189583
51.016098038568494,4.5635151480708736
51.0142269527518,4.176200384015672
51.09757532094989,5.725255321783742
51.095193939001376,5.232309258440761
51.26470100192065,6.863801426965747
51.176501122672164,6.358838999057703
51.17582072782973,6.2179972666739936
51.397119150331186,4.9145988867664965
51.69986083547192,3.509574011613781
51.999098487174116,3.891863379362764
52.08295715150403,5.5465496164186145
52.23770445347997,6.825462286934043
52.16205305193691,6.215343726788504
52.31378110179955,6.214935489883043
52.3129306082465,6.0388833244034075
52.38658334993992,5.580943575703623
52.38471226412323,5.193628811648422
52.45768461097421,4.59484733056493
52.45615372257874,4.277953432701583
52.757096141358346,3.407825952490045
52.98686169967677,4.206103737340621
53.067828685926344,5.262212611765706
53.06510710655661,4.698845682230871
53.14964616572895,6.494373651670431
53.24233449949135,7.121518319571908
53.30205461043403,6.634807147148679
53.371965180494065,5.402237870338496
53.44493752734504,4.803456389255002
53.44289634281774,4.380931192103876
53.72718798781449,3.404321595053961
54.05236002292744,4.9074547409209455
54.24207380063803,6.9843868551399755
54.13468779886187,6.245247080113449
54.131966219492135,5.681880150578614
54.3614293801028,6.068582559275624
54.43099975274161,4.765592416273586
54.67784633452268,3.5159772474991478
54.95779545949565,3.8839027597062934
55.038592347034616,4.904801201035456
55.036551162507315,4.482276003884328
55.12075002425844,6.207383107132033
55.23656038849158,7.037307249779346
55.34783180292058,6.101139452486059
55.345620519682676,5.643403822239005
55.41910316266548,5.150253640443296
55.416891879427574,4.692518010196242
55.415360991032095,4.375624112332897
55.69940924275189,3.4215893997693545
56.023293782746315,4.5852537632866195
56.02159279564023,4.233149432327346
56.10460096641711,5.711783503903559
56.10221958446859,5.218837440560579
56.22894312387181,7.022076551547717
56.335935212844454,6.485800676655771
56.333894028317154,6.063275479504643
56.40533548677266,5.1476001005578045
56.40346440095597,4.760285336502605
56.703525330417506,3.428506326927529
57.09049309310307,5.638709097826215
57.21075288150317,6.976399377792356
57.32097684597737,6.236674105098789
57.393608995407135,5.5674717578234425
57.391567810879835,5.144946560672315
57.676390370033936,3.42844954488522
57.99065546964243,3.5236336906378227
58.07485433139356,5.248740793885526
58.07230285073443,4.720584297446617
58.2163764586197,7.061720891033501
58.15667181119617,6.48090183379025
58.30908025590124,6.621335329268499
58.30788956492698,6.374862297597009
58.30703907137394,6.198810132117373
58.38001141822493,5.600028651033879
58.37797023369763,5.177503453882752
58.44907149473192,4.19140720874406
58.76288702080816,3.2707856911926534
59.248318945323085,6.884490405394923
59.14222374046091,6.3374065615210515
59.36726433459575,5.808637709723952
59.78678850449543,3.473529900437347
